protein_id	protein_name	species_code	species_name	current_family	CPAP1_score	CPAP1_evalue	CPAP3_score	CPAP3_evalue	delta_CPAP1_minus_CPAP3	higher_score_prediction
Dan_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_59	CPR_Uncharacterized_59	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_61	CPR_Uncharacterized_61	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_92	CPR_Uncharacterized_92	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle1	Tweedle1	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle10	Tweedle10	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle11	Tweedle11	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle12	Tweedle12	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle13	Tweedle13	Dan	Drosophila ananassae	Tweedle	5.9	0.94	0.0	None	5.9	CPAP1
Dan_Tweedle14	Tweedle14	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle15	Tweedle15	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle16	Tweedle16	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle17	Tweedle17	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle18	Tweedle18	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle19	Tweedle19	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle2	Tweedle2	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle20	Tweedle20	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle21	Tweedle21	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle22	Tweedle22	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle23	Tweedle23	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle24	Tweedle24	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle25	Tweedle25	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle26	Tweedle26	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle27	Tweedle27	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle28	Tweedle28	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle3	Tweedle3	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle4	Tweedle4	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle6	Tweedle6	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle7	Tweedle7	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle8	Tweedle8	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle9	Tweedle9	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dci_CP7	CP7	Dci	Diaphorina citri	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dci_CP8	CP8	Dci	Diaphorina citri	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dgr_CPF1	CPF1	Dgr	Drosophila grimshawi	CPF	0.0	None	0.0	None	0.0	no_hit
Dgr_CPF2	CPF2	Dgr	Drosophila grimshawi	CPF	0.0	None	0.0	None	0.0	no_hit
Dgr_CPF3	CPF3	Dgr	Drosophila grimshawi	CPF	0.0	None	0.0	None	0.0	no_hit
Dgr_CPLCG1	CPLCG1	Dgr	Drosophila grimshawi	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dgr_CPLCG2	CPLCG2	Dgr	Drosophila grimshawi	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dgr_CPLCG3	CPLCG3	Dgr	Drosophila grimshawi	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_102	CPR_Uncharacterized_102	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dgr	Drosophila grimshawi	CPR	6.6	0.56	0.0	None	6.6	CPAP1
Dgr_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_109	CPR_Uncharacterized_109	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_110	CPR_Uncharacterized_110	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_113	CPR_Uncharacterized_113	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_116	CPR_Uncharacterized_116	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_119	CPR_Uncharacterized_119	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_120	CPR_Uncharacterized_120	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_121	CPR_Uncharacterized_121	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_122	CPR_Uncharacterized_122	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_127	CPR_Uncharacterized_127	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_133	CPR_Uncharacterized_133	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_30	CPR_Uncharacterized_30	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dgr	Drosophila grimshawi	CPR	8.4	0.16	0.0	None	8.4	CPAP1
Dgr_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_47	CPR_Uncharacterized_47	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_54	CPR_Uncharacterized_54	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_59	CPR_Uncharacterized_59	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_61	CPR_Uncharacterized_61	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_66	CPR_Uncharacterized_66	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_79	CPR_Uncharacterized_79	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dgr	Drosophila grimshawi	CPR	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle1	Tweedle1	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle10	Tweedle10	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle11	Tweedle11	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle12	Tweedle12	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle13	Tweedle13	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle14	Tweedle14	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle15	Tweedle15	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle16	Tweedle16	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle17	Tweedle17	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle18	Tweedle18	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle19	Tweedle19	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle2	Tweedle2	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle20	Tweedle20	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle21	Tweedle21	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle22	Tweedle22	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle23	Tweedle23	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle24	Tweedle24	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle25	Tweedle25	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dgr_Tweedle26	Tweedle26	Dgr	Drosophila grimshawi	Tweedle	0.0	None	0.0	None	0.0	no_hit
