protein_id	protein_name	species_code	species_name	current_family	CPR_score	CPR_evalue
Dme_Cpr66Ca_iso1	Cpr66Ca_iso1	Dme	Drosophila melanogaster	CPR RR-2	50.6	3.6e-14
Dma_A0A164UV49	A0A164UV49	Dma	Daphnia magna	NULL	50.6	3.6e-14
Dma_A0A0P5BBW0	A0A0P5BBW0	Dma	Daphnia magna	NULL	50.3	4.3e-14
Dwi_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dwi	Drosophila willistoni	CPR	50.3	4.4e-14
Nlu_Cpr52_iso1	Cpr52	Nlu	Nilaparvata lugens	CPR RR-2	50.3	4.5e-14
Bmo_CPR47	CPR47	Bmo	Bombyx mori	CPR RR-1	50.1	5e-14
Dan_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dan	Drosophila ananassae	CPR	50.1	5.2e-14
Dmo_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dmo	Drosophila mojavensis	CPR	50.0	5.6e-14
Dmo_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dmo	Drosophila mojavensis	CPR	50.0	5.7e-14
Dgr_CPR_Uncharacterized_133	CPR_Uncharacterized_133	Dgr	Drosophila grimshawi	CPR	49.9	6e-14
Nlu_Cpr91	Cpr91	Nlu	Nilaparvata lugens	CPR	49.8	6.4e-14
Dwi_CPR_Uncharacterized_121	CPR_Uncharacterized_121	Dwi	Drosophila willistoni	CPR	49.7	7e-14
Nlu_Cpr48	Cpr48	Nlu	Nilaparvata lugens	CPR	49.6	7.3e-14
Dan_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dan	Drosophila ananassae	CPR	49.1	1e-13
Bmo_CPR31	CPR31	Bmo	Bombyx mori	CPR RR-1	49.0	1.1e-13
Dgr_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dgr	Drosophila grimshawi	CPR	48.8	1.2e-13
Dwi_CPR_Uncharacterized_101	CPR_Uncharacterized_101	Dwi	Drosophila willistoni	CPR	48.8	1.2e-13
Bmo_CPR132	CPR132	Bmo	Bombyx mori	CPR RR-2	48.8	1.3e-13
Foc_RR-1_24	RR-1_24	Foc	Frankliniella occidentalis	CPR RR-1	48.7	1.4e-13
Aga_CPR159	CPR159	Aga	Anopheles gambiae	CPR	48.7	1.4e-13
Bmo_CPH5	CPH5	Bmo	Bombyx mori	CPH	48.7	1.4e-13
Foc_RR-2_29	RR-2_29	Foc	Frankliniella occidentalis	CPR RR-2	48.4	1.7e-13
Dan_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dan	Drosophila ananassae	CPR	47.9	2.4e-13
Dvi_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dvi	Drosophila virilis	CPR	47.9	2.5e-13
Dvi_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dvi	Drosophila virilis	CPR	47.6	2.9e-13
Dmo_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dmo	Drosophila mojavensis	CPR	47.5	3.1e-13
Dps_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dps	Drosophila pseudoobscura	CPR	47.5	3.1e-13
Dwi_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dwi	Drosophila willistoni	CPR	47.1	4.1e-13
Foc_RR-1_22	RR-1_22	Foc	Frankliniella occidentalis	CPR RR-1	47.0	4.6e-13
Dan_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dan	Drosophila ananassae	CPR	47.0	4.6e-13
Aga_CPR135	CPR135	Aga	Anopheles gambiae	CPR RR-2	46.5	6.2e-13
Bmo_CPR152	CPR152	Bmo	Bombyx mori	His-rich CPR RR-2	46.2	7.9e-13
Bmo_CPR50	CPR50	Bmo	Bombyx mori	CPR RR-1	46.0	9.2e-13
Nlu_Cpr92	Cpr92	Nlu	Nilaparvata lugens	CPR	45.7	1.1e-12
Nlu_Cpr35	Cpr35	Nlu	Nilaparvata lugens	CPR	45.7	1.1e-12
Dmo_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dmo	Drosophila mojavensis	CPR	45.6	1.2e-12
Dme_Cpr50Ca	Cpr50Ca	Dme	Drosophila melanogaster	CPR RR-2	45.4	1.4e-12
Dme_Cpr65Ay	Cpr65Ay	Dme	Drosophila melanogaster	NULL	45.1	1.7e-12
Nlu_Cpr34	Cpr34	Nlu	Nilaparvata lugens	CPR	45.1	1.8e-12
Dme_Cpr62Ba	Cpr62Ba	Dme	Drosophila melanogaster	CPR RR-2	44.9	2e-12
Bmo_CPR151	CPR151	Bmo	Bombyx mori	CPR RR-2	44.5	2.6e-12
Dma_A0A0P5U952	A0A0P5U952	Dma	Daphnia magna	NULL	44.2	3.3e-12
Dwi_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dwi	Drosophila willistoni	CPR	43.8	4.2e-12
Nlu_Cpr33	Cpr33	Nlu	Nilaparvata lugens	CPR	43.7	4.7e-12
Bmo_CPR149	CPR149	Bmo	Bombyx mori	CPR RR-1	43.4	5.8e-12
Aga_CPR137	CPR137	Aga	Anopheles gambiae	CPR RR-1	43.2	6.6e-12
Dma_Q9NA03	Q9NA03	Dma	Daphnia magna	NULL	43.1	7.1e-12
Dma_A0A162CEW3	A0A162CEW3	Dma	Daphnia magna	NULL	43.0	7.6e-12
Foc_RR-2_11	RR-2_11	Foc	Frankliniella occidentalis	CPR RR-2	42.9	7.9e-12
Cfe_CL4537.Contig1-RR1	CL4537.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	42.9	8.2e-12
Dps_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dps	Drosophila pseudoobscura	CPR	42.5	1.1e-11
Dgr_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dgr	Drosophila grimshawi	CPR	42.4	1.1e-11
Dps_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dps	Drosophila pseudoobscura	CPR	42.2	1.4e-11
Mpe_CP5	CP5	Mpe	Myzus persicae	CPR RR-1	42.0	1.5e-11
Dmo_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dmo	Drosophila mojavensis	CPR	42.0	1.5e-11
Nlu_Cpr21L	Cpr21L	Nlu	Nilaparvata lugens	CPR RR-2	42.0	1.5e-11
Dps_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dps	Drosophila pseudoobscura	CPR	42.0	1.6e-11
Bmo_CPR78	CPR78	Bmo	Bombyx mori	CPR RR-2	41.9	1.7e-11
Dps_CPR_Uncharacterized_E	CPR_Uncharacterized_E	Dps	Drosophila pseudoobscura	CPR	41.6	2e-11
Foc_RR-2_22	RR-2_22	Foc	Frankliniella occidentalis	CPR RR-2	41.4	2.4e-11
Dwi_CPR_Uncharacterized_G	CPR_Uncharacterized_G	Dwi	Drosophila willistoni	CPR	41.2	2.6e-11
Nlu_Cpr84	Cpr84	Nlu	Nilaparvata lugens	CPR	41.1	2.9e-11
Dme_CPR92A	CPR92A	Dme	Drosophila melanogaster	CPR RR-2	40.9	3.3e-11
Aga_CPR143	CPR143	Aga	Anopheles gambiae	CPR RR-2	40.8	3.5e-11
Aga_CPR161_iso2	CPR161_iso2	Aga	Anopheles gambiae	CPR	40.7	3.8e-11
Aga_CPR144_iso2	CPR144_iso2	Aga	Anopheles gambiae	CPR	40.5	4.5e-11
Aga_CPR125	CPR125	Aga	Anopheles gambiae	CPR RR-1	40.4	4.6e-11
Aga_CPR144_iso1	CPR144_iso1	Aga	Anopheles gambiae	CPR	40.4	4.8e-11
Dvi_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dvi	Drosophila virilis	CPR	40.1	5.9e-11
Bmo_CPH29	CPH29	Bmo	Bombyx mori	CPH	40.0	6.5e-11
Dwi_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dwi	Drosophila willistoni	CPR	39.9	6.6e-11
Bmo_WCP10	WCP10	Bmo	Bombyx mori	CPR RR-1	39.8	7.1e-11
Lmi_MHSP	MHSP	Lmi	Locusta migratoria	His-rich RR2	39.7	7.9e-11
Nlu_Cpr60	Cpr60	Nlu	Nilaparvata lugens	CPR	39.6	8.3e-11
Dgr_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dgr	Drosophila grimshawi	CPR	39.5	8.6e-11
Nlu_Cpr26	Cpr26	Nlu	Nilaparvata lugens	CPR	39.5	8.6e-11
Dmo_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dmo	Drosophila mojavensis	CPR	39.5	8.6e-11
Nlu_Cpr90	Cpr90	Nlu	Nilaparvata lugens	CPR RR-2	39.5	8.8e-11
Dan_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dan	Drosophila ananassae	CPR	39.1	1.2e-10
Isc_EEC04675.1	EEC04675.1	Isc	Ixodes scapularis	CPR	38.6	1.6e-10
Dan_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dan	Drosophila ananassae	CPR	38.5	1.7e-10
Isc_EEC09495.1	EEC09495.1	Isc	Ixodes scapularis	NULL	38.3	2.1e-10
Cfe_Unigene14620-RR2	Unigene14620-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	38.0	2.5e-10
Nlu_Cpr5	Cpr5	Nlu	Nilaparvata lugens	CPR	37.7	3.1e-10
Foc_RR-1_23	RR-1_23	Foc	Frankliniella occidentalis	CPR RR-1	37.7	3.2e-10
Aga_CPR134	CPR134	Aga	Anopheles gambiae	CPR RR-1	37.5	3.6e-10
Cfe_Unigene18393-CPRNC	Unigene18393-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	37.4	3.9e-10
Dma_A0A0P5FYS6	A0A0P5FYS6	Dma	Daphnia magna	NULL	37.3	4.3e-10
Cfe_CL1950.Contig1-CPRNC	CL1950.Contig1-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	36.8	6.1e-10
Lst_CPR1	CPR1	Lst	Laodelphax striatellus	CPR RR-1	36.5	7.2e-10
Aga_CPR112	CPR112	Aga	Anopheles gambiae	CPR RR-2	35.8	1.2e-09
Dvi_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dvi	Drosophila virilis	CPR	35.5	1.5e-09
Nlu_Cpr12	Cpr12	Nlu	Nilaparvata lugens	CPR	35.4	1.5e-09
Cfe_Unigene25280-CPRNC	Unigene25280-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	35.3	1.7e-09
Dwi_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dwi	Drosophila willistoni	CPR	35.2	1.9e-09
Dps_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dps	Drosophila pseudoobscura	CPR	34.8	2.4e-09
Foc_RR-NC_2	RR-NC_2	Foc	Frankliniella occidentalis	NULL	34.4	3.2e-09
Dgr_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dgr	Drosophila grimshawi	CPR	34.2	3.7e-09
Lmi_ATX63079	ATX63079	Lmi	Locusta migratoria	NULL	33.9	4.7e-09
Dvi_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dvi	Drosophila virilis	CPR	33.8	4.7e-09
Dma_A0A0P5EA36	A0A0P5EA36	Dma	Daphnia magna	NULL	33.6	5.7e-09
Dme_Cpr97Eb	Cpr97Eb	Dme	Drosophila melanogaster	CPR	33.0	8.3e-09
Lmi_CP	CP	Lmi	Locusta migratoria	NULL	33.0	8.7e-09
Dma_A0A0P5ZBY3	A0A0P5ZBY3	Dma	Daphnia magna	NULL	32.9	9.2e-09
Foc_RR-NC_6	RR-NC_6	Foc	Frankliniella occidentalis	NULL	32.5	1.2e-08
Foc_RR-NC_9	RR-NC_9	Foc	Frankliniella occidentalis	NULL	31.9	1.8e-08
Bmo_CPR55	CPR55	Bmo	Bombyx mori	CPR RR-1	31.7	2.1e-08
Dme_Cpr100A	Cpr100A	Dme	Drosophila melanogaster	CPR RR-1	31.3	2.8e-08
Dma_A0A164L4T0	A0A164L4T0	Dma	Daphnia magna	NULL	31.1	3.2e-08
Dme_Cpr92F	Cpr92F	Dme	Drosophila melanogaster	CPR RR-3	30.6	4.8e-08
Dan_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dan	Drosophila ananassae	CPR	30.3	5.8e-08
Cfe_Unigene14141-CPRNC	Unigene14141-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	30.2	6.2e-08
Foc_RR-NC_3	RR-NC_3	Foc	Frankliniella occidentalis	NULL	30.1	6.6e-08
Foc_RR-1_10	RR-1_10	Foc	Frankliniella occidentalis	CPR RR-1	30.1	6.9e-08
Bmo_CPR162	CPR162	Bmo	Bombyx mori	CPR RR-3	29.6	9.6e-08
Dgr_CPR_Uncharacterized_116	CPR_Uncharacterized_116	Dgr	Drosophila grimshawi	CPR	29.4	1.1e-07
Dgr_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dgr	Drosophila grimshawi	CPR	29.2	1.3e-07
Bmo_CPR141	CPR141	Bmo	Bombyx mori	CPR RR-2	28.9	1.5e-07
Dmo_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dmo	Drosophila mojavensis	CPR	28.9	1.6e-07
Dgr_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dgr	Drosophila grimshawi	CPR	28.7	1.7e-07
Dvi_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dvi	Drosophila virilis	CPR	28.6	1.9e-07
Cfe_CL2972.Contig2-CPRNC	CL2972.Contig2-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	28.5	2.1e-07
Dan_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dan	Drosophila ananassae	CPR	27.9	3e-07
Pxy_PCP	PCP	Pxy	Plutella xylostella	CPR RR-1	27.9	3.1e-07
Dmo_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dmo	Drosophila mojavensis	CPR	27.5	4.1e-07
Aga_CPR130	CPR130	Aga	Anopheles gambiae	CPR RR-3	27.4	4.3e-07
Isc_EEC11064.1	EEC11064.1	Isc	Ixodes scapularis	NULL	27.2	5.1e-07
Dme_Cpr97Ea_iso1	Cpr97Ea_iso1	Dme	Drosophila melanogaster	CPR RR-1	26.8	6.9e-07
Foc_RR-NC_1	RR-NC_1	Foc	Frankliniella occidentalis	NULL	26.5	8.5e-07
Cfe_Unigene17163-CPRNC	Unigene17163-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	26.4	8.9e-07
Foc_RR-2_24	RR-2_24	Foc	Frankliniella occidentalis	CPR RR-2	26.3	9.6e-07
Nlu_Cpr8_iso1	Cpr8	Nlu	Nilaparvata lugens	CPR RR-1	25.9	1.3e-06
Cfe_CL2407.Contig1-RR1	CL2407.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	25.7	1.5e-06
Dwi_CPR_Uncharacterized_F	CPR_Uncharacterized_F	Dwi	Drosophila willistoni	CPR	25.0	2.3e-06
Dgr_CPR_Uncharacterized_113	CPR_Uncharacterized_113	Dgr	Drosophila grimshawi	CPR	24.3	3.9e-06
Foc_RR-1_28	RR-1_28	Foc	Frankliniella occidentalis	CPR RR-1	23.0	9.7e-06
Nlu_Cpr95	Cpr95	Nlu	Nilaparvata lugens	CPR	22.9	1e-05
Nlu_Cpr8_iso2	Cpr8_iso2	Nlu	Nilaparvata lugens	CPR	22.8	1.1e-05
Foc_RR-NC_7	RR-NC_7	Foc	Frankliniella occidentalis	NULL	22.4	1.5e-05
Dma_A0A164V864	A0A164V864	Dma	Daphnia magna	NULL	22.3	1.6e-05
Dvi_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dvi	Drosophila virilis	CPR	21.6	2.7e-05
Dmo_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dmo	Drosophila mojavensis	CPR	21.6	2.7e-05
Dmo_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dmo	Drosophila mojavensis	CPR	21.5	2.8e-05
Aga_CPR163	CPR163	Aga	Anopheles gambiae	CPR	21.4	3e-05
Bmo_CPH35	CPH35	Bmo	Bombyx mori	CPH	20.5	5.6e-05
Dvi_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dvi	Drosophila virilis	CPR	20.2	7e-05
Dme_Cpr72Ea	Cpr72Ea	Dme	Drosophila melanogaster	CPR RR-3	19.1	0.00015
Dps_CPR_Uncharacterized_H	CPR_Uncharacterized_H	Dps	Drosophila pseudoobscura	CPR	18.7	0.00021
Bmo_CPR21	CPR21	Bmo	Bombyx mori	CPR RR-1	18.1	0.0003
Aga_CPR111	CPR111	Aga	Anopheles gambiae	CPR RR-2	18.1	0.00031
Bmo_CPR10	CPR10	Bmo	Bombyx mori	CPR RR-1	17.9	0.00036
Dme_Cpr97Ea_iso2	Cpr97Ea_iso2	Dme	Drosophila melanogaster	CPR RR-1	17.7	0.00042
Dwi_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dwi	Drosophila willistoni	CPR	16.5	0.00095
Foc_CPG2	CPG2	Foc	Frankliniella occidentalis	CPG	15.9	0.0015
Dan_CPR_Uncharacterized_	CPR_Uncharacterized_	Dan	Drosophila ananassae	CPR	13.5	0.008
Bmo_CPR54	CPR54	Bmo	Bombyx mori	CPR RR-1	12.2	0.02
Cpo_CPR35	CPR35	Cpo	Cydia pomonella	CPR RR-1	11.5	0.031
Nlu_Cpr94	Cpr94	Nlu	Nilaparvata lugens	CPR	11.5	0.033
Dps_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dps	Drosophila pseudoobscura	CPR	11.4	0.034
Dgr_CPR_Uncharacterized_127	CPR_Uncharacterized_127	Dgr	Drosophila grimshawi	CPR	10.6	0.059
Nlu_Cpr30	Cpr30	Nlu	Nilaparvata lugens	CPR	10.2	0.08
Dan_CPR_Uncharacterized_1	CPR_Uncharacterized_1	Dan	Drosophila ananassae	CPR	7.8	0.43
Foc_RR-2_21	RR-2_21	Foc	Frankliniella occidentalis	CPR RR-2	7.7	0.47
Dma_A0A165A0I1	A0A165A0I1	Dma	Daphnia magna	NULL	7.6	0.51
Foc_RR-2_27	RR-2_27	Foc	Frankliniella occidentalis	CPR RR-2	6.9	0.79
Nlu_Cpr96	Cpr96	Nlu	Nilaparvata lugens	CPR	6.1	1.4
