protein_id	length	glycine_percent	histidine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	lysine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	H_cluster_3_in_20_count	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	weird_characters
Dan_CPR_Uncharacterized_10	167	15.0	0.6	5.4	7.2	7.2	5.4	4.8	2	0	0	0	4	0	0	0	2	2	0	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_100	223	3.6	12.6	17.5	8.5	7.6	8.1	3.1	0	0	0	0	0	2	2	2	10	1	6	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_101	221	2.7	4.1	26.7	9.0	7.7	14.9	5.0	0	0	0	0	0	0	9	9	16	6	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_102	217	3.2	0.9	22.6	11.1	3.7	13.4	3.7	0	0	0	0	0	1	7	5	16	6	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_103	153	3.9	5.9	18.3	9.2	5.9	17.0	4.6	0	0	0	0	0	1	1	0	5	8	1	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_104	202	4.0	0.5	30.7	10.9	5.9	11.4	2.5	0	0	0	0	2	0	11	7	17	5	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_105	186	3.8	7.0	10.8	7.5	3.2	13.4	3.8	0	0	0	0	2	0	0	0	4	3	3	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_107	399	11.8	14.0	19.5	6.3	6.3	7.5	2.5	9	0	0	1	7	21	0	0	5	9	11	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_108	243	7.8	7.0	18.5	21.8	7.8	7.0	3.3	1	0	0	0	4	4	2	0	26	11	1	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_11	149	5.4	2.0	9.4	9.4	6.7	9.4	8.1	0	0	0	0	2	0	1	0	2	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_12	456	2.2	0.2	7.5	2.6	1.3	2.4	1.1	0	0	0	0	0	0	0	0	2	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_13	141	4.3	4.3	18.4	7.8	5.0	13.5	5.0	0	0	0	0	0	0	1	1	5	4	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_14	195	15.9	5.1	9.7	6.7	6.7	6.2	0.5	3	0	0	2	2	4	1	1	3	1	2	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_15	170	7.1	0.0	5.9	8.2	7.1	6.5	2.9	0	0	0	0	3	0	0	0	2	0	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_16	135	8.9	1.5	13.3	9.6	6.7	5.2	2.2	0	0	0	0	2	0	1	0	1	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_17	207	7.2	1.0	13.5	4.3	2.4	12.6	8.2	1	0	0	0	0	0	1	0	2	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_18	130	6.9	1.5	10.0	6.9	4.6	6.9	7.7	0	0	0	0	1	0	0	0	0	2	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_19	110	8.2	0.9	6.4	3.6	6.4	7.3	6.4	0	0	0	0	0	0	0	0	1	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_2	234	6.8	2.6	6.8	13.7	11.5	3.8	5.1	0	0	0	0	4	0	0	0	7	4	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_20	371	8.4	1.1	6.2	10.5	5.7	2.4	1.6	0	0	0	0	5	1	0	0	3	5	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_21	436	13.8	0.0	15.1	6.0	1.6	14.4	1.4	15	6	1	7	1	0	0	0	6	0	0	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_22	118	5.9	0.8	15.3	7.6	3.4	7.6	4.2	0	0	0	0	1	0	0	0	0	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_23	112	6.2	2.7	12.5	7.1	2.7	10.7	5.4	0	0	0	0	1	1	0	0	0	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_24	112	6.2	1.8	10.7	8.0	2.7	11.6	5.4	0	0	0	0	1	1	0	0	0	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_25	128	8.6	6.2	14.1	9.4	2.3	7.8	1.6	0	0	0	0	1	2	0	0	2	0	1	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_26	130	7.7	6.2	11.5	10.0	2.3	6.9	1.5	0	0	0	0	1	3	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_27	188	4.8	8.0	16.0	5.3	3.2	10.1	3.7	0	0	0	0	0	2	0	0	3	1	2	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_28	211	17.1	0.9	7.1	9.5	8.5	3.3	2.4	6	2	1	2	8	1	0	0	6	1	0	5	strong_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_29	137	10.9	0.7	9.5	12.4	5.1	4.4	2.2	1	0	0	1	1	0	0	0	2	0	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_3	233	6.9	2.1	9.0	15.5	8.6	1.7	2.6	0	0	0	0	2	1	0	0	9	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_31	265	19.2	1.5	8.7	8.7	6.8	5.3	3.4	10	2	0	4	1	0	0	0	4	1	0	4	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_32	201	7.0	7.0	6.5	4.5	4.0	1.5	9.5	3	0	0	0	1	0	0	0	0	0	1	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_33	167	8.4	1.8	10.2	4.8	11.4	7.2	3.6	0	0	0	0	1	1	0	0	2	5	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_34	121	5.8	0.8	11.6	11.6	5.0	2.5	5.0	0	0	0	0	0	0	1	0	3	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_35	153	6.5	3.9	7.8	5.2	7.2	9.2	6.5	0	0	0	0	1	1	0	0	0	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_36	133	6.0	1.5	9.0	5.3	5.3	9.0	3.8	0	0	0	0	1	0	1	0	2	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_37	195	6.2	7.2	5.6	5.6	4.1	4.1	5.1	0	0	0	0	0	1	0	0	1	0	2	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_39	142	8.5	7.7	9.9	10.6	5.6	5.6	5.6	0	0	0	0	2	1	0	0	1	2	1	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_4	175	6.9	3.4	6.3	6.9	8.6	8.6	1.7	2	0	0	0	1	0	0	0	0	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_40	92	4.3	3.3	13.0	2.2	6.5	14.1	7.6	0	0	0	0	1	0	0	0	1	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_41	414	21.7	0.7	6.0	7.5	4.1	7.0	1.7	20	0	0	1	11	1	0	0	6	0	0	4	moderate_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_42	124	8.9	1.6	4.0	1.6	6.5	5.6	8.1	1	0	0	0	1	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_43	619	3.9	3.2	8.6	10.8	4.2	6.8	7.8	1	0	0	0	3	6	0	0	22	5	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_44	125	16.0	3.2	9.6	16.0	7.2	6.4	3.2	3	1	0	1	2	0	0	0	3	1	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_45	188	9.6	12.8	21.3	5.9	6.9	11.7	2.7	0	0	0	0	2	5	4	4	7	1	4	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_46	187	5.3	4.8	11.8	7.0	8.0	12.3	4.8	0	0	0	0	3	1	0	0	3	1	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_48	131	6.9	8.4	9.2	4.6	3.1	7.6	0.8	0	0	0	0	0	2	0	0	1	1	1	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_49	127	6.3	2.4	11.8	8.7	5.5	3.9	1.6	0	0	0	0	0	1	1	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_5	273	5.5	1.1	13.9	6.6	5.1	8.1	2.9	1	0	0	0	3	1	0	0	5	3	0	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_50	181	11.6	5.0	10.5	7.7	5.5	4.4	2.8	3	0	0	0	1	6	0	0	3	1	1	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_51	129	9.3	3.1	16.3	7.0	7.8	3.9	3.1	1	0	0	0	1	0	0	0	3	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_52	133	6.8	3.8	8.3	6.0	5.3	12.0	4.5	1	0	0	0	0	1	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_53	326	5.2	6.7	4.3	9.5	6.4	4.9	10.4	0	0	0	0	2	1	0	0	1	3	2	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_55	271	12.2	5.5	14.0	6.6	5.9	7.7	5.5	2	0	0	0	4	5	0	0	12	1	1	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_56	247	6.1	6.9	8.9	7.7	6.9	13.4	3.2	1	0	0	0	2	1	0	0	2	8	3	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_57	218	6.9	4.1	12.8	7.8	6.0	6.9	4.6	1	0	0	0	3	3	1	0	7	2	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_58	437	3.4	0.5	8.5	1.8	3.2	2.3	1.8	0	0	0	0	2	0	0	0	2	3	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_59	112	7.1	2.7	3.6	8.0	7.1	7.1	8.0	1	0	0	0	0	1	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_6	206	15.5	28.6	6.3	0.5	3.9	4.9	4.4	2	0	0	0	4	25	1	0	1	0	11	2	weak_CPG_feature_support	0	no_CPH_feature_support	
Dan_CPR_Uncharacterized_60	115	9.6	3.5	6.1	7.0	6.1	7.0	0.9	0	0	0	0	1	1	0	0	0	2	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_61	135	9.6	2.2	5.2	6.7	3.7	7.4	3.0	1	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_62	129	8.5	3.9	8.5	10.1	5.4	4.7	1.6	1	0	0	1	1	1	0	0	1	2	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_63	107	7.5	2.8	13.1	9.3	5.6	5.6	0.0	0	0	0	0	1	0	0	0	0	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_64	134	5.2	10.4	17.9	8.2	6.0	11.9	5.2	0	0	0	0	1	2	1	1	6	4	2	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_65	153	6.5	16.3	5.9	5.2	9.2	7.2	3.9	0	0	0	0	3	3	0	0	2	2	4	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_67	476	20.6	2.3	6.9	5.7	3.2	5.0	2.3	15	2	0	6	2	0	0	0	3	1	0	4	moderate_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_68	204	6.4	2.9	19.6	13.7	5.9	11.8	4.4	0	0	0	0	4	2	4	1	16	4	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_69	119	6.7	0.8	14.3	9.2	3.4	13.4	2.5	0	0	0	0	0	0	1	0	3	3	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_7	102	8.8	5.9	6.9	4.9	6.9	7.8	1.0	0	0	0	0	0	3	0	0	1	0	1	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_70	198	6.1	2.5	20.2	9.6	5.6	10.1	5.6	1	0	0	0	4	1	6	4	11	3	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_71	242	4.5	0.0	29.8	15.3	5.0	11.6	2.9	0	0	0	0	0	0	19	9	31	16	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_72	136	10.3	1.5	15.4	7.4	7.4	5.1	2.2	2	0	0	0	1	0	0	0	2	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_73	155	8.4	1.3	13.5	8.4	7.1	5.2	3.9	2	0	0	0	1	0	0	0	2	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_74	121	7.4	1.7	12.4	8.3	6.6	4.1	4.1	0	0	0	0	1	0	0	0	1	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_75	260	8.1	3.8	9.6	7.3	6.9	3.8	6.2	0	0	0	0	1	3	0	0	4	3	1	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_76	196	16.3	12.2	6.6	3.6	10.7	7.7	7.1	5	0	0	0	14	12	1	0	1	0	5	3	moderate_CPG_feature_support	0	no_CPH_feature_support	
Dan_CPR_Uncharacterized_77	201	10.9	14.9	6.5	4.0	5.5	6.0	8.0	2	0	0	0	5	11	0	0	3	1	6	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_78	253	17.4	0.8	7.1	18.2	5.5	2.0	6.7	6	1	0	4	7	1	1	0	6	0	0	5	strong_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_8	146	5.5	4.1	15.8	7.5	5.5	8.2	6.2	0	0	0	0	1	0	3	1	6	1	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_80	100	9.0	1.0	8.0	4.0	4.0	10.0	4.0	0	0	0	0	1	0	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_81	103	10.7	2.9	7.8	4.9	4.9	4.9	4.9	0	0	0	0	1	1	1	0	2	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_82	105	9.5	1.9	14.3	5.7	2.9	9.5	1.9	0	0	0	0	1	1	1	1	2	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_83	105	8.6	1.9	14.3	5.7	2.9	8.6	1.9	0	0	0	0	1	0	1	0	2	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_84	103	7.8	1.0	16.5	5.8	4.9	11.7	3.9	0	0	0	0	0	0	1	0	3	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_85	105	7.6	2.9	11.4	4.8	1.9	13.3	5.7	0	0	0	0	0	1	0	0	1	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_86	105	7.6	2.9	11.4	4.8	1.9	13.3	5.7	0	0	0	0	0	1	0	0	1	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_87	105	7.6	2.9	11.4	4.8	1.9	15.2	4.8	0	0	0	0	1	1	0	0	1	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_88	109	8.3	1.8	12.8	5.5	3.7	11.0	3.7	0	0	0	0	1	0	1	1	2	0	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_89	108	8.3	2.8	13.0	5.6	4.6	8.3	3.7	0	0	0	0	1	0	1	0	2	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_9	356	3.1	1.1	18.8	11.5	5.3	14.6	3.1	1	0	0	0	3	0	13	11	26	22	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_90	108	9.3	2.8	11.1	3.7	3.7	5.6	1.9	0	0	0	0	1	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_91	111	7.2	2.7	9.9	2.7	4.5	5.4	0.9	0	0	0	0	1	0	1	0	1	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_92	125	8.0	1.6	8.8	4.8	3.2	8.0	4.0	0	0	0	0	1	0	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_93	100	10.0	2.0	13.0	6.0	7.0	8.0	3.0	0	0	0	0	0	0	1	0	2	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_94	105	8.6	1.9	16.2	4.8	2.9	7.6	1.9	0	0	0	0	0	1	1	1	2	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_95	106	10.4	1.9	9.4	3.8	3.8	4.7	5.7	0	0	0	0	1	0	0	0	2	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_96	103	7.8	1.0	12.6	6.8	4.9	10.7	2.9	0	0	0	0	0	0	1	0	3	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_97	253	7.9	2.8	10.3	9.1	1.6	7.9	6.7	1	0	0	0	0	2	1	0	5	3	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_CPR_Uncharacterized_98	217	3.7	3.7	25.8	9.2	8.3	16.6	5.1	0	0	0	0	3	0	9	8	16	6	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_99	210	3.8	3.8	25.7	9.0	8.1	16.7	5.2	0	0	0	0	3	0	9	8	15	6	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dan_CPR_Uncharacterized_A	281	16.0	3.6	7.5	2.1	4.3	8.2	3.9	5	2	0	2	3	2	0	0	1	1	0	5	strong_CPG_feature_support	1	weak_CPH_feature_support	
Dan_CPR_Uncharacterized_B	143	8.4	8.4	9.8	11.2	4.9	7.0	5.6	0	0	0	0	2	1	0	0	1	4	1	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle1	369	2.2	3.5	13.0	16.8	4.6	8.1	5.1	0	0	0	0	4	1	1	0	17	8	1	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Dan_Tweedle10	309	5.2	2.3	8.7	9.7	2.9	7.8	3.9	3	0	0	0	1	1	0	0	6	6	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle11	226	8.8	2.7	12.4	5.3	3.5	5.8	4.0	3	0	0	0	0	0	0	0	3	0	1	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle12	256	2.3	1.2	7.8	8.6	3.9	8.2	5.9	2	0	0	0	0	0	0	0	7	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle13	279	6.1	1.8	9.0	11.5	5.0	7.2	5.0	5	0	0	0	1	0	1	0	11	4	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle14	258	10.5	3.5	10.9	5.8	3.5	9.3	5.0	5	0	0	1	1	1	1	0	6	2	1	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle15	219	5.5	1.8	14.2	4.1	2.7	5.5	3.7	1	0	0	0	1	1	1	0	5	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle16	256	9.0	0.8	13.3	3.9	3.9	7.0	4.7	7	0	0	0	1	0	1	0	6	3	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle17	263	3.8	1.5	14.8	8.7	3.0	8.4	4.2	0	0	0	0	1	0	2	1	10	5	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dan_Tweedle18	231	2.2	2.6	13.0	8.7	3.9	5.6	3.5	0	0	0	0	0	0	2	0	6	2	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle19	315	7.6	2.9	11.4	7.0	7.3	4.4	4.1	4	1	0	1	8	1	0	0	3	3	2	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle2	286	32.9	1.4	4.5	8.0	3.8	3.8	4.5	31	12	0	18	3	1	0	0	4	3	0	6	strong_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle20	245	5.3	0.4	20.8	8.2	4.5	5.3	3.3	3	0	0	1	1	0	5	0	16	1	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle21	295	15.9	1.0	10.8	3.7	2.7	5.1	3.1	7	2	0	3	1	0	0	0	2	2	0	4	moderate_CPG_feature_support	0	no_CPH_feature_support	
Dan_Tweedle22	262	6.1	1.1	19.5	7.3	3.8	5.3	3.4	2	0	0	0	1	0	3	0	10	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle23	246	6.9	1.2	18.7	7.3	3.7	4.9	3.7	3	0	0	0	1	0	4	0	10	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle24	231	9.1	0.4	18.2	5.2	4.3	4.3	3.9	3	0	0	0	1	0	2	1	4	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle25	289	18.3	1.0	12.1	4.2	2.4	4.5	3.8	13	0	0	10	1	1	0	0	4	2	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dan_Tweedle26	281	17.8	1.1	11.7	4.3	2.5	5.7	3.6	13	0	0	10	1	1	0	0	3	3	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dan_Tweedle27	228	8.3	1.8	16.2	4.4	4.4	6.1	4.4	5	0	0	0	3	0	2	0	5	1	0	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle28	276	16.3	1.1	13.4	4.3	2.5	5.8	3.6	14	1	0	7	1	1	1	1	6	4	0	4	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle3	191	4.2	2.6	11.0	24.6	7.3	8.9	5.8	1	0	0	0	4	0	1	0	15	3	1	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dan_Tweedle4	345	10.1	1.7	11.9	5.8	4.9	11.6	3.8	6	0	0	0	2	0	1	0	8	7	1	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle6	207	12.1	1.9	7.2	8.7	5.8	4.3	7.2	5	1	0	1	1	0	0	0	6	1	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dan_Tweedle7	206	4.9	2.9	11.2	11.2	5.8	6.8	3.9	1	0	0	0	1	0	3	0	9	4	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dan_Tweedle8	385	15.1	2.3	9.1	4.9	5.5	6.8	3.9	11	0	0	3	6	1	2	0	8	0	0	4	moderate_CPG_feature_support	1	weak_CPH_feature_support	
Dan_Tweedle9	195	3.1	1.5	11.8	23.6	6.7	7.2	7.2	0	0	0	0	6	0	1	1	15	3	0	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dci_CP7	151	4.6	3.3	20.5	19.2	12.6	6.0	6.6	0	0	0	0	1	0	0	0	18	2	1	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dci_CP8	259	8.9	0.8	13.9	10.8	12.4	11.6	3.5	1	0	0	0	7	0	0	0	14	10	0	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Dgr_CPF1	160	3.8	10.0	11.2	8.1	8.8	11.9	1.9	0	0	0	0	1	0	2	2	7	4	3	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dgr_CPF2	269	3.0	4.1	22.7	10.4	8.2	14.5	4.5	0	0	0	0	1	1	13	11	25	10	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dgr_CPF3	204	3.9	2.5	22.1	10.8	9.3	16.7	4.9	1	0	0	0	1	0	10	9	17	7	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dgr_CPLCG1	127	6.3	3.9	26.8	12.6	0.8	18.9	0.8	0	0	0	0	0	2	2	2	9	2	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dgr_CPLCG2	146	19.9	5.5	24.0	6.2	1.4	11.6	0.7	5	0	0	0	0	5	2	0	8	0	0	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dgr_CPLCG3	135	8.1	5.2	25.2	11.1	1.5	14.1	0.0	0	0	0	0	0	2	1	1	10	2	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dgr_CPR_Uncharacterized_10	201	3.5	6.0	27.4	9.5	8.5	11.9	4.0	0	0	0	0	1	0	9	9	15	4	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dgr_CPR_Uncharacterized_100	213	6.6	0.0	4.2	8.5	5.2	2.8	1.9	0	0	0	0	0	0	0	0	2	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dgr_CPR_Uncharacterized_102	139	7.2	4.3	9.4	0.7	4.3	10.1	5.0	0	0	0	0	0	0	0	0	0	0	1	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dgr_CPR_Uncharacterized_103	125	7.2	2.4	8.8	4.8	4.0	8.8	4.0	0	0	0	0	0	0	1	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dgr_CPR_Uncharacterized_104	265	5.3	0.4	8.7	5.3	1.9	8.7	12.1	2	0	0	0	0	0	0	0	1	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
