protein_id	length	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_full	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	CPLCP_feature_score	CPLCP_feature_class	weird_characters
Dan_CPR_Uncharacterized_72	136	7.4	5.1	7.4	2.2	1.5	10.3	32.4	36.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_73	155	8.4	5.2	7.1	3.9	1.3	8.4	34.8	41.2	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_74	121	8.3	4.1	6.6	4.1	1.7	7.4	33.1	38.8	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_75	260	7.3	3.8	6.9	6.2	3.8	8.1	33.5	31.2	2.5	0	3	0	1	0	3	moderate_CPLCP_feature_support	
Dan_CPR_Uncharacterized_76	196	3.6	7.7	10.7	7.1	12.2	16.3	25.5	21.2	13.8	0	0	0	5	1	2	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_77	201	4.0	6.0	5.5	8.0	14.9	10.9	30.8	26.2	15.0	1	0	0	6	2	3	moderate_CPLCP_feature_support	
Dan_CPR_Uncharacterized_78	253	18.2	2.0	5.5	6.7	0.8	17.4	28.5	15.0	2.5	0	0	0	0	1	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_8	146	7.5	8.2	5.5	6.2	4.1	5.5	24.0	28.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_80	100	4.0	10.0	4.0	4.0	1.0	9.0	40.0	41.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_81	103	4.9	4.9	4.9	4.9	2.9	10.7	37.9	36.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_82	105	5.7	9.5	2.9	1.9	1.9	9.5	35.2	36.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_83	105	5.7	8.6	2.9	1.9	1.9	8.6	36.2	37.5	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_84	103	5.8	11.7	4.9	3.9	1.0	7.8	31.1	31.2	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_85	105	4.8	13.3	1.9	5.7	2.9	7.6	33.3	35.0	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_86	105	4.8	13.3	1.9	5.7	2.9	7.6	33.3	35.0	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_87	105	4.8	15.2	1.9	4.8	2.9	7.6	33.3	35.0	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_88	109	5.5	11.0	3.7	3.7	1.8	8.3	33.9	32.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_89	108	5.6	8.3	4.6	3.7	2.8	8.3	34.3	32.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_9	356	11.5	14.6	5.3	3.1	1.1	3.1	32.3	16.2	0.0	20	2	0	0	0	3	moderate_CPLCP_feature_support	
Dan_CPR_Uncharacterized_90	108	3.7	5.6	3.7	1.9	2.8	9.3	38.0	40.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_91	111	2.7	5.4	4.5	0.9	2.7	7.2	44.1	45.0	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_92	125	4.8	8.0	3.2	4.0	1.6	8.0	36.8	35.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_93	100	6.0	8.0	7.0	3.0	2.0	10.0	33.0	33.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_94	105	4.8	7.6	2.9	1.9	1.9	8.6	36.2	37.5	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_95	106	3.8	4.7	3.8	5.7	1.9	10.4	40.6	43.8	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_96	103	6.8	10.7	4.9	2.9	1.0	7.8	35.0	35.0	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_97	253	9.1	7.9	1.6	6.7	2.8	7.9	35.6	33.8	3.8	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_98	217	9.2	16.6	8.3	5.1	3.7	3.7	18.4	18.8	7.5	6	0	0	0	0	3	moderate_CPLCP_feature_support	
Dan_CPR_Uncharacterized_99	210	9.0	16.7	8.1	5.2	3.8	3.8	17.6	18.8	7.5	6	0	0	0	0	3	moderate_CPLCP_feature_support	
Dan_CPR_Uncharacterized_A	281	2.1	8.2	4.3	3.9	3.6	16.0	38.4	26.2	5.0	1	0	0	0	1	2	weak_CPLCP_feature_support	
Dan_CPR_Uncharacterized_B	143	11.2	7.0	4.9	5.6	8.4	8.4	27.3	28.8	10.0	4	0	0	1	0	4	moderate_CPLCP_feature_support	
Dan_Tweedle1	369	16.8	8.1	4.6	5.1	3.5	2.2	30.4	31.2	1.2	6	2	0	1	0	5	strong_CPLCP_feature_support	
Dan_Tweedle10	309	9.7	7.8	2.9	3.9	2.3	5.2	38.8	35.0	2.5	5	1	0	0	0	3	moderate_CPLCP_feature_support	
Dan_Tweedle11	226	5.3	5.8	3.5	4.0	2.7	8.8	36.3	35.0	2.5	0	0	0	1	0	2	weak_CPLCP_feature_support	
Dan_Tweedle12	256	8.6	8.2	3.9	5.9	1.2	2.3	42.6	42.5	0.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dan_Tweedle13	279	11.5	7.2	5.0	5.0	1.8	6.1	36.9	42.5	2.5	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dan_Tweedle14	258	5.8	9.3	3.5	5.0	3.5	10.5	37.2	37.5	3.8	2	0	0	1	0	2	weak_CPLCP_feature_support	
Dan_Tweedle15	219	4.1	5.5	2.7	3.7	1.8	5.5	38.8	37.5	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle16	256	3.9	7.0	3.9	4.7	0.8	9.0	37.1	37.5	1.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle17	263	8.7	8.4	3.0	4.2	1.5	3.8	33.1	23.8	1.2	5	0	0	0	0	2	weak_CPLCP_feature_support	
Dan_Tweedle18	231	8.7	5.6	3.9	3.5	2.6	2.2	33.3	31.2	5.0	1	1	0	0	0	3	moderate_CPLCP_feature_support	
Dan_Tweedle19	315	7.0	4.4	7.3	4.1	2.9	7.6	36.5	37.5	0.0	2	1	0	2	0	2	weak_CPLCP_feature_support	
Dan_Tweedle2	286	8.0	3.8	3.8	4.5	1.4	32.9	25.2	17.5	0.0	2	1	0	0	2	1	weak_CPLCP_feature_support	
Dan_Tweedle20	245	8.2	5.3	4.5	3.3	0.4	5.3	34.7	22.5	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle21	295	3.7	5.1	2.7	3.1	1.0	15.9	33.9	26.2	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle22	262	7.3	5.3	3.8	3.4	1.1	6.1	34.0	30.0	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle23	246	7.3	4.9	3.7	3.7	1.2	6.9	33.3	27.5	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle24	231	5.2	4.3	4.3	3.9	0.4	9.1	32.0	32.5	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle25	289	4.2	4.5	2.4	3.8	1.0	18.3	31.1	21.2	2.5	2	0	0	0	0	0	no_CPLCP_feature_support	
Dan_Tweedle26	281	4.3	5.7	2.5	3.6	1.1	17.8	31.3	21.2	2.5	3	0	0	0	0	0	no_CPLCP_feature_support	
Dan_Tweedle27	228	4.4	6.1	4.4	4.4	1.8	8.3	33.8	33.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle28	276	4.3	5.8	2.5	3.6	1.1	16.3	31.5	22.5	2.5	4	0	0	0	0	0	no_CPLCP_feature_support	
Dan_Tweedle3	191	24.6	8.9	7.3	5.8	2.6	4.2	24.6	20.0	1.2	2	1	0	1	0	2	weak_CPLCP_feature_support	
Dan_Tweedle4	345	5.8	11.6	4.9	3.8	1.7	10.1	35.4	27.5	0.0	7	0	0	1	0	3	moderate_CPLCP_feature_support	
Dan_Tweedle6	207	8.7	4.3	5.8	7.2	1.9	12.1	34.3	26.2	1.2	1	0	0	0	1	2	weak_CPLCP_feature_support	
Dan_Tweedle7	206	11.2	6.8	5.8	3.9	2.9	4.9	30.1	21.2	1.2	3	1	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle8	385	4.9	6.8	5.5	3.9	2.3	15.1	39.7	37.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dan_Tweedle9	195	23.6	7.2	6.7	7.2	1.5	3.1	23.6	21.2	1.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dci_CP7	151	19.2	6.0	12.6	6.6	3.3	4.6	19.2	25.0	1.2	0	2	0	1	0	4	moderate_CPLCP_feature_support	
Dci_CP8	259	10.8	11.6	12.4	3.5	0.8	8.9	30.5	37.5	0.0	8	2	0	0	0	4	moderate_CPLCP_feature_support	
Dgr_CPF1	160	8.1	11.9	8.8	1.9	10.0	3.8	35.6	37.5	13.8	3	1	0	3	0	4	moderate_CPLCP_feature_support	
Dgr_CPF2	269	10.4	14.5	8.2	4.5	4.1	3.0	25.7	37.5	6.2	9	1	0	0	0	4	moderate_CPLCP_feature_support	
Dgr_CPF3	204	10.8	16.7	9.3	4.9	2.5	3.9	24.0	40.0	3.8	6	1	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPLCG1	127	12.6	18.9	0.8	0.8	3.9	6.3	14.2	12.5	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPLCG2	146	6.2	11.6	1.4	0.7	5.5	19.9	15.1	12.5	7.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPLCG3	135	11.1	14.1	1.5	0.0	5.2	8.1	17.8	17.5	6.2	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_10	201	9.5	11.9	8.5	4.0	6.0	3.5	18.4	10.0	7.5	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_100	213	8.5	2.8	5.2	1.9	0.0	6.6	52.6	37.5	0.0	1	1	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_102	139	0.7	10.1	4.3	5.0	4.3	7.2	37.4	38.8	7.5	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_103	125	4.8	8.8	4.0	4.0	2.4	7.2	42.4	45.0	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_104	265	5.3	8.7	1.9	12.1	0.4	5.3	42.6	37.5	0.0	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_105	77	10.4	2.6	7.8	2.6	1.3	10.4	31.2	31.2	1.3	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_106	146	7.5	8.2	5.5	8.9	5.5	3.4	33.6	36.2	7.5	0	1	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_108	101	5.0	5.9	5.0	1.0	6.9	6.9	30.7	31.2	8.8	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_109	151	3.3	6.0	4.0	4.0	4.6	4.6	33.8	32.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_11	166	7.8	12.7	7.2	4.2	5.4	3.6	21.7	16.2	5.0	4	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_110	137	9.5	8.0	6.6	7.3	3.6	6.6	30.7	40.0	3.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_113	317	6.6	8.5	4.7	2.5	15.1	11.4	19.6	22.5	13.8	9	1	0	8	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_115	241	4.1	9.1	6.2	2.1	2.1	5.8	44.0	53.8	1.2	2	1	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_116	185	7.6	1.6	3.2	7.0	2.7	8.6	41.1	43.8	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_119	232	19.0	5.2	8.6	3.4	6.9	8.6	17.2	17.5	11.2	2	5	0	1	0	4	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_12	191	10.5	16.8	3.1	1.0	1.0	3.1	22.5	30.0	0.0	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_120	234	1.3	6.8	4.7	5.6	21.8	15.4	28.6	27.5	27.5	1	0	0	12	3	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_121	103	2.9	5.8	9.7	1.0	1.0	6.8	33.0	32.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_122	348	10.6	11.8	5.2	2.0	1.7	4.0	34.8	15.0	0.0	11	1	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_127	298	14.8	5.7	6.4	2.3	2.0	8.7	35.9	35.0	3.8	4	2	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_13	147	7.5	15.6	5.4	4.1	5.4	4.8	26.5	23.8	5.0	5	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_133	297	13.8	9.4	4.4	2.0	0.3	3.4	15.5	12.5	0.0	13	2	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_14	167	9.6	13.2	6.0	3.0	1.2	4.8	21.0	31.2	1.2	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_15	94	4.3	11.7	5.3	5.3	2.1	7.4	33.0	36.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_19	138	2.2	8.7	5.1	4.3	2.2	8.7	43.5	42.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_2	235	13.6	3.0	8.5	2.6	3.0	7.2	42.6	41.2	3.8	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_20	114	4.4	6.1	5.3	0.9	2.6	8.8	41.2	41.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_22	114	6.1	9.6	5.3	2.6	2.6	8.8	32.5	30.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_23	99	4.0	11.1	4.0	6.1	2.0	8.1	35.4	36.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_25	101	4.0	10.9	4.0	5.0	2.0	7.9	37.6	36.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_26	94	4.3	6.4	6.4	1.1	4.3	9.6	43.6	45.0	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_27	96	4.2	9.4	4.2	5.2	3.1	9.4	34.4	33.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_28	99	4.0	9.1	3.0	7.1	3.0	9.1	36.4	36.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_29	104	5.8	9.6	3.8	4.8	1.0	7.7	37.5	37.5	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_30	175	2.3	11.4	3.4	4.0	0.6	7.4	41.7	40.0	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_31	103	4.9	7.8	3.9	1.9	1.0	8.7	37.9	37.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_32	110	4.5	8.2	6.4	9.1	2.7	5.5	36.4	38.8	2.5	0	1	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_33	245	17.1	3.3	4.9	4.9	0.8	17.6	28.6	16.2	2.5	0	0	0	0	1	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_34	106	5.7	11.3	5.7	2.8	1.9	11.3	36.8	36.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_35	106	5.7	11.3	5.7	2.8	1.9	11.3	36.8	36.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_36	230	4.3	7.0	7.4	2.6	3.5	5.2	34.8	33.8	3.8	3	1	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_37	216	6.5	4.6	6.5	5.1	2.8	5.1	33.8	32.5	0.0	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_38	289	4.8	3.5	4.5	3.5	0.7	4.5	45.7	33.8	0.0	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_39	200	12.5	12.5	7.5	3.5	3.5	8.5	17.5	17.5	6.2	3	2	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_4	112	6.2	1.8	8.9	2.7	7.1	18.8	33.0	37.5	7.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_40	117	9.4	15.4	4.3	2.6	0.9	6.8	26.5	33.8	0.0	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_41	174	8.0	11.5	6.3	5.7	2.3	6.9	23.6	23.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_43	119	7.6	5.9	7.6	3.4	3.4	11.8	32.8	37.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_44	149	7.4	4.0	8.1	2.0	2.0	8.1	37.6	38.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_45	114	7.9	0.9	7.9	1.8	3.5	8.8	40.4	45.0	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_46	153	6.5	4.6	5.9	3.3	7.2	11.1	38.6	42.5	11.2	0	1	0	1	1	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_47	127	8.7	6.3	4.7	1.6	1.6	5.5	39.4	37.5	2.5	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_48	112	6.2	8.0	7.1	8.0	2.7	8.0	40.2	40.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_49	163	6.7	4.3	6.1	4.9	2.5	5.5	38.7	36.2	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_5	216	6.9	4.2	5.6	7.4	0.9	8.3	37.5	33.8	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_50	116	7.8	4.3	6.9	1.7	2.6	7.8	37.1	42.5	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_51	250	6.8	5.6	8.0	6.4	4.0	8.0	35.2	38.8	2.5	0	2	0	1	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_52	382	5.0	4.2	4.7	2.1	1.0	24.6	32.5	38.8	1.2	2	1	0	0	2	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_53	127	6.3	7.9	3.9	3.1	6.3	8.7	33.9	35.0	6.2	2	0	0	1	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_54	167	4.2	6.6	8.4	3.6	17.4	6.6	34.7	35.0	16.2	1	0	0	5	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_56	179	6.1	10.1	4.5	3.4	10.6	5.0	24.6	25.0	12.5	4	0	0	2	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_59	139	7.9	14.4	7.2	4.3	5.8	5.8	26.6	30.0	6.2	2	2	0	1	0	4	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_6	244	16.8	6.6	6.1	2.9	1.6	8.6	34.8	35.0	1.2	3	2	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_60	182	6.6	9.9	7.1	2.7	12.6	9.9	20.9	22.5	18.8	0	1	0	4	1	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_61	153	5.2	6.5	3.3	2.6	2.6	5.9	32.0	32.5	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_62	110	6.4	6.4	7.3	2.7	6.4	9.1	32.7	33.8	7.5	1	0	0	1	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_64	175	3.4	5.1	6.3	6.9	16.0	11.4	30.3	30.0	15.0	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_65	174	3.4	5.2	6.3	6.9	16.1	11.5	30.5	30.0	15.0	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_66	238	4.2	5.9	10.1	7.1	11.3	15.5	27.3	31.2	15.0	0	0	0	4	4	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_67	261	8.8	5.4	6.1	10.0	6.9	3.4	36.0	36.2	10.0	0	1	0	1	0	4	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_7	227	8.8	15.4	9.3	4.4	5.7	3.5	20.3	25.0	10.0	6	0	0	1	0	5	strong_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_70	193	6.7	6.7	5.7	5.2	7.8	11.4	23.8	16.2	5.0	1	0	0	1	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_72	261	5.7	1.9	6.1	0.8	0.4	32.2	34.9	33.8	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_73	153	5.9	8.5	8.5	3.9	2.6	7.8	35.9	38.8	5.0	1	1	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_74	293	1.0	3.1	2.7	2.0	1.0	2.0	56.3	55.0	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_75	108	9.3	5.6	1.9	0.9	4.6	7.4	42.6	45.0	5.0	1	0	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_76	108	8.3	6.5	1.9	1.9	7.4	9.3	38.9	41.2	8.8	0	0	0	1	0	4	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_77	518	11.2	5.0	4.6	7.5	2.9	1.5	34.9	43.8	3.8	6	0	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_79	139	13.7	7.9	4.3	2.9	2.9	7.2	37.4	32.5	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_8	227	9.3	15.4	9.3	4.4	5.7	4.0	18.5	23.8	10.0	6	0	0	1	0	4	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_80	90	3.3	8.9	4.4	3.3	11.1	7.8	35.6	35.0	11.2	0	0	0	2	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_82	125	0.8	5.6	7.2	8.8	0.8	8.0	48.0	50.0	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_83	188	5.3	4.3	4.3	5.3	6.9	6.4	41.0	41.2	1.2	0	0	0	1	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_84	134	4.5	6.7	5.2	3.0	2.2	7.5	40.3	37.5	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_85	88	9.1	4.5	8.0	11.4	4.5	9.1	30.7	32.5	3.8	0	1	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_86	89	11.2	4.5	4.5	5.6	1.1	6.7	37.1	37.5	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_87	140	5.0	5.7	12.1	4.3	1.4	7.1	36.4	36.2	2.5	0	1	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_89	225	4.9	1.8	4.9	7.1	6.2	5.8	40.9	55.0	7.5	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_9	219	7.8	10.0	7.3	3.2	11.9	3.2	30.6	25.0	16.2	4	1	0	4	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_90	236	4.2	8.1	6.4	3.4	3.0	18.2	30.1	32.5	2.5	2	0	0	1	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_91	135	9.6	2.2	3.7	0.7	3.0	5.9	31.9	31.2	3.8	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_93	165	5.5	10.3	3.6	8.5	2.4	3.0	40.6	33.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_94	123	8.1	2.4	4.1	7.3	12.2	8.1	30.1	33.8	13.8	0	0	0	4	0	4	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_95	89	5.6	7.9	3.4	4.5	4.5	10.1	32.6	32.5	5.0	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_96	214	8.4	3.7	8.9	2.3	0.5	17.8	37.4	40.0	1.2	2	0	0	0	1	2	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_97	121	7.4	6.6	5.0	4.1	2.5	5.0	39.7	41.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_98	322	7.5	16.1	1.9	1.2	0.0	11.8	33.9	20.0	0.0	4	0	0	0	1	0	no_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_A	246	11.8	3.3	11.0	5.7	2.8	6.9	33.3	32.5	2.5	1	2	0	0	0	3	moderate_CPLCP_feature_support	
Dgr_CPR_Uncharacterized_B	278	2.5	8.6	4.7	2.5	4.0	11.2	45.0	32.5	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_Tweedle1	300	9.7	4.7	3.0	3.7	2.7	3.0	42.3	41.2	1.2	1	1	0	0	0	2	weak_CPLCP_feature_support	
Dgr_Tweedle10	273	6.2	5.1	3.7	6.6	2.6	6.6	34.4	33.8	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dgr_Tweedle11	228	5.7	3.9	4.4	3.5	1.3	9.6	34.6	36.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
